transcript_id	cluster_int	sample_id	expression_value
ENTPD2_NM_203468	2	S00830	4.981012358346187
ENTPD2_NM_203468	2	S00831	2.5042949548810536
ENTPD2_NM_203468	2	S00832	3.1828130466733526
ENTPD2_NM_203468	2	S00836	3.0173678779788693
ENTPD2_NM_203468	2	S00838	3.0402296554347963
ENTPD2_NM_203468	2	S01248	4.608152785357151
ENTPD2_NM_203468	2	S01366	3.599805751570371
ENTPD2_NM_203468	2	S01453	4.199295428328322
ENTPD2_NM_203468	2	S01512	2.720956963418001
ENTPD2_NM_203468	2	S01524	3.816548509918895
ENTPD2_NM_203468	2	S01578	4.086189313104476
ENTPD2_NM_203468	2	S01698	4.2083143567935135
ENTPD2_NM_203468	2	S01728	3.0536361733954376
ENTPD2_NM_203468	2	S01792	2.7186378079826103
ENTPD2_NM_203468	2	S01861	5.760212961047504
ENTPD2_NM_203468	2	S01864	2.5349406014229556
ENTPD2_NM_203468	2	S01873	2.6901488701274627
ENTPD2_NM_203468	2	S02093	3.069671236676391
ENTPD2_NM_203468	2	S02139	7.91934604200935
ENTPD2_NM_203468	2	S02163	3.4903519127363047
ENTPD2_NM_203468	2	S02234	4.303093934928357
ENTPD2_NM_203468	2	S02241	3.7509708840124496
ENTPD2_NM_203468	2	S02244	3.0304526194075514
ENTPD2_NM_203468	2	S02248	5.595014245129986
ENTPD2_NM_203468	2	S02284	2.7377711144259425
ENTPD2_NM_203468	2	S02287	4.5358725520881045
ENTPD2_NM_203468	2	S02290	3.531843049079165
ENTPD2_NM_203468	2	S02291	5.703737498269979
ENTPD2_NM_203468	2	S02293	2.52854631527383
ENTPD2_NM_203468	2	S02294	2.6459344812728265
ENTPD2_NM_203468	2	S02295	4.454373328814268
ENTPD2_NM_203468	2	S02299	3.19497270090469
ENTPD2_NM_203468	2	S02322	3.2675402924388086
ENTPD2_NM_203468	2	S02342	4.2940104609062475
ENTPD2_NM_203468	2	S02347	3.1801144355771966
ENTPD2_NM_203468	2	S02350	4.933161864903543
ENTPD2_NM_203468	2	S02351	3.2670323400006
ENTPD2_NM_203468	2	S02352	5.567204689951942
ENTPD2_NM_203468	2	S02354	5.417930131478547
ENTPD2_NM_203468	2	S02360	2.8921442408070144
ENTPD2_NM_203468	2	S02378	3.859144631377326
ENTPD2_NM_203468	2	S02382	4.82027598996926
ENTPD2_NM_203468	2	S02397	2.69942947798715
ERGIC3_NM_198398	1	S00022	4.614321147379425
ERGIC3_NM_198398	1	S00035	5.992435358135772
ERGIC3_NM_198398	1	S00050	5.144205481618878
ERGIC3_NM_198398	1	S00213	4.050667114672698
ERGIC3_NM_198398	1	S00356	4.516563619956006
ERGIC3_NM_198398	1	S00472	5.838755159892127
ERGIC3_NM_198398	1	S00501	6.898631616422826
ERGIC3_NM_198398	1	S00825	5.025192727795589
ERGIC3_NM_198398	1	S00827	6.3696898153783135
ERGIC3_NM_198398	1	S00830	5.722941379742828
ERGIC3_NM_198398	1	S00831	4.402128661867215
ERGIC3_NM_198398	1	S00832	4.885969635990311
ERGIC3_NM_198398	1	S00836	6.047058457546083
ERGIC3_NM_198398	1	S00838	5.550029491482035
ERGIC3_NM_198398	1	S01242	5.940758744886906
ERGIC3_NM_198398	1	S01248	5.465154963797421
ERGIC3_NM_198398	1	S01297	5.722949574150033
ERGIC3_NM_198398	1	S01366	5.680332796922921
ERGIC3_NM_198398	1	S01453	5.828692505023299
ERGIC3_NM_198398	1	S01494	7.028303926524384
ERGIC3_NM_198398	1	S01512	6.686262392815326
ERGIC3_NM_198398	1	S01524	5.390282475278119
ERGIC3_NM_198398	1	S01556	6.31864764700531
ERGIC3_NM_198398	1	S01578	6.585455337338664
ERGIC3_NM_198398	1	S01698	4.729139425067683
ERGIC3_NM_198398	1	S01728	5.895149908634868
ERGIC3_NM_198398	1	S01861	6.057276965073248
ERGIC3_NM_198398	1	S01864	5.694066706829978
ERGIC3_NM_198398	1	S01873	4.94930613799232
ERGIC3_NM_198398	1	S02065	5.375793607257566
ERGIC3_NM_198398	1	S02120	5.331766115629941
ERGIC3_NM_198398	1	S02163	5.334067650290619
ERGIC3_NM_198398	1	S02194	5.583588280527716
ERGIC3_NM_198398	1	S02234	5.783739508010962
ERGIC3_NM_198398	1	S02241	6.072028603079947
ERGIC3_NM_198398	1	S02242	7.208390448767199
ERGIC3_NM_198398	1	S02243	4.882163701553874
ERGIC3_NM_198398	1	S02244	4.819560896944114
ERGIC3_NM_198398	1	S02248	5.712128011721932
ERGIC3_NM_198398	1	S02249	5.204715895540482
ERGIC3_NM_198398	1	S02255	4.989466029630788
ERGIC3_NM_198398	1	S02256	6.462907928808323
ERGIC3_NM_198398	1	S02284	4.430298655986587
ERGIC3_NM_198398	1	S02285	6.681154061733489
ERGIC3_NM_198398	1	S02287	4.1029352231244
ERGIC3_NM_198398	1	S02289	5.0071057787734405
ERGIC3_NM_198398	1	S02290	5.2703831704916135
ERGIC3_NM_198398	1	S02295	5.510281540811974
ERGIC3_NM_198398	1	S02297	5.905928478173135
ERGIC3_NM_198398	1	S02322	4.1714870750994
ERGIC3_NM_198398	1	S02342	6.068012936194068
ERGIC3_NM_198398	1	S02347	4.015684887788295
ERGIC3_NM_198398	1	S02350	4.30346660822261
ERGIC3_NM_198398	1	S02351	5.031236378148544
ERGIC3_NM_198398	1	S02352	5.97587318271466
ERGIC3_NM_198398	1	S02353	6.327457434294153
ERGIC3_NM_198398	1	S02354	6.099810661084168
ERGIC3_NM_198398	1	S02360	6.4611110525850295
ERGIC3_NM_198398	1	S02376	5.337589792193775
ERGIC3_NM_198398	1	S02382	5.063632364883661
ERGIC3_NM_198398	1	S02397	4.882809316497107
ERGIC3_NM_198398	2	S00829	1.6143988951049728
ERGIC3_NM_198398	2	S00837	1.9200302750261564
ERGIC3_NM_198398	2	S01542	2.956428433123361
ERGIC3_NM_198398	2	S01563	3.2151504953198784
ERGIC3_NM_198398	2	S01792	3.807231257182672
ERGIC3_NM_198398	2	S02093	3.2581269166925115
ERGIC3_NM_198398	2	S02139	3.588036971870606
ERGIC3_NM_198398	2	S02209	0.810208633995132
ERGIC3_NM_198398	2	S02246	1.4426943194232382e-6
ERGIC3_NM_198398	2	S02286	0.9267099606887758
ERGIC3_NM_198398	2	S02288	1.4561858409767963
ERGIC3_NM_198398	2	S02291	2.790980504742052
ERGIC3_NM_198398	2	S02293	3.6479821627947078
ERGIC3_NM_198398	2	S02294	3.370871502125999
ERGIC3_NM_198398	2	S02296	0.8532116297392806
ERGIC3_NM_198398	2	S02298	0.28934935486457525
ERGIC3_NM_198398	2	S02299	3.322817963231428
ERGIC3_NM_198398	2	S02328	2.9471331120128443
ERGIC3_NM_198398	2	S02375	2.56535101938398
ERGIC3_NM_198398	2	S02378	3.567667127316647
FABP7_NM_001446	2	S00022	2.2667445707741463
FABP7_NM_001446	2	S00035	0.1663041057855929
FABP7_NM_001446	2	S00213	0.17501737309041449
FABP7_NM_001446	2	S00356	0.12799770402138833
FABP7_NM_001446	2	S00472	0
FABP7_NM_001446	2	S00501	0.5072232832540867
FABP7_NM_001446	2	S00825	0.04092608729536099
FABP7_NM_001446	2	S00827	0.31840593133054756
FABP7_NM_001446	2	S00829	0.03467775459867202
FABP7_NM_001446	2	S00830	1.514783790930981
FABP7_NM_001446	2	S00831	0.31457124498921507
FABP7_NM_001446	2	S00836	0.042072748876024864
FABP7_NM_001446	2	S00837	0.31178906857784916
FABP7_NM_001446	2	S01242	0.4155391092669305
FABP7_NM_001446	2	S01248	0
FABP7_NM_001446	2	S01297	0.6199876264119366
FABP7_NM_001446	2	S01366	0.09840877726540517
FABP7_NM_001446	2	S01453	0.3073842235734281
FABP7_NM_001446	2	S01512	0.03253676044996421
FABP7_NM_001446	2	S01524	0.0800026743817522
FABP7_NM_001446	2	S01542	0.045195510564373535
FABP7_NM_001446	2	S01556	0
FABP7_NM_001446	2	S01563	0.5675454476437468
FABP7_NM_001446	2	S01698	0.04447525774330737
FABP7_NM_001446	2	S01792	0
FABP7_NM_001446	2	S01861	0.223264369987241
FABP7_NM_001446	2	S01864	0
FABP7_NM_001446	2	S02065	0.6233827616041244
FABP7_NM_001446	2	S02120	0.44418997637925467
FABP7_NM_001446	2	S02163	0.0978076369132967
FABP7_NM_001446	2	S02194	1.9849028267857498
FABP7_NM_001446	2	S02209	0.10602798286193436
FABP7_NM_001446	2	S02234	0
FABP7_NM_001446	2	S02243	1.5672631112726492
FABP7_NM_001446	2	S02244	0.2940872390363537
FABP7_NM_001446	2	S02246	0
FABP7_NM_001446	2	S02248	0.08800722860901765
FABP7_NM_001446	2	S02249	2.335811935233329
FABP7_NM_001446	2	S02255	0
FABP7_NM_001446	2	S02256	0.1314011512775162
FABP7_NM_001446	2	S02285	0.6254687586340826
FABP7_NM_001446	2	S02286	1.1642842719320687
FABP7_NM_001446	2	S02288	0
FABP7_NM_001446	2	S02290	0
FABP7_NM_001446	2	S02291	0.081310991443869
FABP7_NM_001446	2	S02293	0.19929354349834766
FABP7_NM_001446	2	S02294	0.1517068777455735
FABP7_NM_001446	2	S02296	0.0339409572102362
FABP7_NM_001446	2	S02297	0.15586578322460187
FABP7_NM_001446	2	S02298	0.36043170375254746
FABP7_NM_001446	2	S02299	1.8158213218338048
FABP7_NM_001446	2	S02322	0
FABP7_NM_001446	2	S02342	2.341524694084794
FABP7_NM_001446	2	S02347	0.9218483617292449
FABP7_NM_001446	2	S02350	1.7451082261257354
FABP7_NM_001446	2	S02352	0.7080856808444616
FABP7_NM_001446	2	S02353	0
FABP7_NM_001446	2	S02360	0.6009861648937188
FABP7_NM_001446	2	S02376	0.23084611766915297
FABP7_NM_001446	2	S02378	1.9367189631916375
FABP7_NM_001446	2	S02397	0.04264433740849372
FABP7_NM_001446	1	S00050	6.363051899137116
FABP7_NM_001446	1	S00832	4.952669037837512
FABP7_NM_001446	1	S00838	6.168806479302288
FABP7_NM_001446	1	S01494	9.974012988574682
FABP7_NM_001446	1	S01578	7.117289851078449
FABP7_NM_001446	1	S01728	3.7587402266265375
FABP7_NM_001446	1	S01873	6.873234921949424
FABP7_NM_001446	1	S02093	4.50050252255304
FABP7_NM_001446	1	S02139	3.346439269564448
FABP7_NM_001446	1	S02241	4.550968366324543
FABP7_NM_001446	1	S02242	5.546453097428017
FABP7_NM_001446	1	S02284	4.2127016187393345
FABP7_NM_001446	1	S02287	6.547624109306673
FABP7_NM_001446	1	S02289	3.857682475616029
FABP7_NM_001446	1	S02295	5.846826747087473
FABP7_NM_001446	1	S02328	3.598174612148007
FABP7_NM_001446	1	S02351	3.113567157047078
FABP7_NM_001446	1	S02354	3.5897035731561564
FABP7_NM_001446	1	S02375	4.874167431957506
FABP7_NM_001446	1	S02382	4.796623709036494
FAM155A_NM_001080396	1	S00022	4.623726423962273
FAM155A_NM_001080396	1	S00035	3.038123587280278
FAM155A_NM_001080396	1	S00050	4.048401862828101
FAM155A_NM_001080396	1	S00356	5.541586080371613
FAM155A_NM_001080396	1	S00472	3.7190738922801434
FAM155A_NM_001080396	1	S00501	3.2793375690003153
FAM155A_NM_001080396	1	S00825	3.6218643301520017
FAM155A_NM_001080396	1	S00827	2.8826273997036367
FAM155A_NM_001080396	1	S00831	2.458773074803112
FAM155A_NM_001080396	1	S00832	3.304335805049502
FAM155A_NM_001080396	1	S00836	3.6016965164809576
FAM155A_NM_001080396	1	S00838	4.608590456756857
FAM155A_NM_001080396	1	S01242	3.2042894244249656
FAM155A_NM_001080396	1	S01248	4.405692901326258
FAM155A_NM_001080396	1	S01366	2.530720008693784
FAM155A_NM_001080396	1	S01453	5.868096549943028
FAM155A_NM_001080396	1	S01512	4.4203611281647985
FAM155A_NM_001080396	1	S01524	5.094109363897745
FAM155A_NM_001080396	1	S01563	2.34464956899759
FAM155A_NM_001080396	1	S01578	6.6700188442644
FAM155A_NM_001080396	1	S01728	3.887008537421199
FAM155A_NM_001080396	1	S01792	3.7743232145824606
FAM155A_NM_001080396	1	S01861	3.584782152569051
FAM155A_NM_001080396	1	S02065	3.3224920783967575
FAM155A_NM_001080396	1	S02093	2.5048872980725885
FAM155A_NM_001080396	1	S02234	4.244476106441798
FAM155A_NM_001080396	1	S02241	2.5759609135185957
FAM155A_NM_001080396	1	S02242	5.040353291372417
FAM155A_NM_001080396	1	S02243	2.8528757770766133
FAM155A_NM_001080396	1	S02244	3.2251592257773662
FAM155A_NM_001080396	1	S02248	5.189634822124552
FAM155A_NM_001080396	1	S02256	2.6290464801758024
FAM155A_NM_001080396	1	S02284	3.714344441934419
FAM155A_NM_001080396	1	S02285	4.566376800321125
FAM155A_NM_001080396	1	S02287	3.252237006669979
FAM155A_NM_001080396	1	S02289	2.882085425560941
FAM155A_NM_001080396	1	S02290	2.648260644028255
FAM155A_NM_001080396	1	S02291	3.031040478377016
FAM155A_NM_001080396	1	S02293	2.9050716536827874
FAM155A_NM_001080396	1	S02294	2.6613893370445805
FAM155A_NM_001080396	1	S02295	3.496551828158504
FAM155A_NM_001080396	1	S02297	3.201172752334182
FAM155A_NM_001080396	1	S02322	4.845680724992468
FAM155A_NM_001080396	1	S02342	3.752459595356088
FAM155A_NM_001080396	1	S02347	3.2893047897150933
FAM155A_NM_001080396	1	S02351	3.0323018893470914
FAM155A_NM_001080396	1	S02352	4.547344942438342
FAM155A_NM_001080396	1	S02354	3.454441766859017
FAM155A_NM_001080396	1	S02360	4.450089495801851
FAM155A_NM_001080396	1	S02376	3.08756637212074
FAM155A_NM_001080396	1	S02378	3.2820112327570827
FAM155A_NM_001080396	1	S02382	5.411995618242264
FAM155A_NM_001080396	1	S02397	3.842164258327408
FAM155A_NM_001080396	2	S00213	0.33834225798623396
FAM155A_NM_001080396	2	S00829	0.06189091751730523
FAM155A_NM_001080396	2	S00830	2.1622003667440945
FAM155A_NM_001080396	2	S00837	0.361213629164404
FAM155A_NM_001080396	2	S01297	0.1954131166092617
FAM155A_NM_001080396	2	S01494	0.019950940181665648
FAM155A_NM_001080396	2	S01542	0.060600829554117094
FAM155A_NM_001080396	2	S01556	0.09076944012598627
FAM155A_NM_001080396	2	S01698	1.478469685667317
FAM155A_NM_001080396	2	S01864	1.518258155231584
FAM155A_NM_001080396	2	S01873	1.9870916174826123
FAM155A_NM_001080396	2	S02120	0.02671225584484783
FAM155A_NM_001080396	2	S02139	1.6707406487349827
FAM155A_NM_001080396	2	S02163	0.9829216776495739
FAM155A_NM_001080396	2	S02194	2.1113819248259795
FAM155A_NM_001080396	2	S02209	0.23328313008852472
FAM155A_NM_001080396	2	S02246	0.978664246370457
FAM155A_NM_001080396	2	S02249	1.6755901396324258
FAM155A_NM_001080396	2	S02255	0.28966451808358756
FAM155A_NM_001080396	2	S02286	0.09384138640000443
FAM155A_NM_001080396	2	S02288	0.2004779877057678
FAM155A_NM_001080396	2	S02296	0.09726558716937532
FAM155A_NM_001080396	2	S02298	0.09786290915054542
FAM155A_NM_001080396	2	S02299	0.6028397616625284
FAM155A_NM_001080396	2	S02328	0.7140098307456711
FAM155A_NM_001080396	2	S02350	0.5089245095757183
FAM155A_NM_001080396	2	S02353	0.9629938855505007
FAM155A_NM_001080396	2	S02375	0.6834152978550219
FOSB_NM_006732	2	S00022	1.6949782258881423
FOSB_NM_006732	2	S00035	2.6668883595874275
FOSB_NM_006732	2	S00050	2.3282936285131384
FOSB_NM_006732	2	S00356	0.38480798975613484
FOSB_NM_006732	2	S00472	1.9197519497906905
FOSB_NM_006732	2	S00501	2.6435537691993707
FOSB_NM_006732	2	S00827	1.7243228453879775
FOSB_NM_006732	2	S00829	0.7177288388917445
FOSB_NM_006732	2	S00830	1.1971545600333886
FOSB_NM_006732	2	S00831	0.9404013220844218
FOSB_NM_006732	2	S00836	1.4097439289127058
FOSB_NM_006732	2	S01242	2.2032387504858324
FOSB_NM_006732	2	S01248	0.684626664588362
FOSB_NM_006732	2	S01366	0.6708793026208689
FOSB_NM_006732	2	S01453	2.254046730926522
FOSB_NM_006732	2	S01494	0.5700072200199577
FOSB_NM_006732	2	S01524	1.0098829940489416e-5
FOSB_NM_006732	2	S01542	0.7360618955540265
FOSB_NM_006732	2	S01556	0.2542602375861894
FOSB_NM_006732	2	S01563	0.749344613209001
FOSB_NM_006732	2	S01578	0.7789789296733375
FOSB_NM_006732	2	S01728	2.4314518050150986
FOSB_NM_006732	2	S01792	0.2580460894872301
FOSB_NM_006732	2	S01861	1.9305670421961687
FOSB_NM_006732	2	S01864	0.8227823491104221
FOSB_NM_006732	2	S02065	0.6672299908155914
FOSB_NM_006732	2	S02120	0.9631211754024908
FOSB_NM_006732	2	S02139	1.3968664118219427
FOSB_NM_006732	2	S02194	0.8931330700714306
FOSB_NM_006732	2	S02209	1.0627572421353726
FOSB_NM_006732	2	S02234	2.765125217444886
FOSB_NM_006732	2	S02241	1.305532832239292
FOSB_NM_006732	2	S02242	0.9335310940883962
FOSB_NM_006732	2	S02243	0.9916442857242364
FOSB_NM_006732	2	S02244	1.1583758087705995
FOSB_NM_006732	2	S02248	1.6243068120708495
FOSB_NM_006732	2	S02249	2.697782714071793
FOSB_NM_006732	2	S02256	0.2418963042252322
FOSB_NM_006732	2	S02284	1.0258438464258162
FOSB_NM_006732	2	S02285	1.5563656485136792
FOSB_NM_006732	2	S02286	2.303520674390226
FOSB_NM_006732	2	S02287	2.009866678267707
FOSB_NM_006732	2	S02288	1.6402831183226745
FOSB_NM_006732	2	S02290	0.4139482140760009
FOSB_NM_006732	2	S02291	2.296096137734523
FOSB_NM_006732	2	S02293	0.5774824862293495
FOSB_NM_006732	2	S02294	0.5860921694406794
FOSB_NM_006732	2	S02295	1.0040123211214813
FOSB_NM_006732	2	S02298	1.5835431526370485
FOSB_NM_006732	2	S02342	0.30850417058544105
FOSB_NM_006732	2	S02347	0.4346276939228535
FOSB_NM_006732	2	S02351	1.72551868297317
FOSB_NM_006732	2	S02352	1.26293822295827
FOSB_NM_006732	2	S02353	0.8101526846804498
FOSB_NM_006732	2	S02354	1.3886524481101021
FOSB_NM_006732	2	S02375	1.2646685343821038
FOSB_NM_006732	2	S02376	2.5045187010634886
FOSB_NM_006732	2	S02382	0.15185362249608517
FOSB_NM_006732	1	S00213	2.9195460308140793
FOSB_NM_006732	1	S00825	5.116664178002179
FOSB_NM_006732	1	S00832	3.851739048688527
FOSB_NM_006732	1	S00837	4.095527835278713
FOSB_NM_006732	1	S00838	4.4990039364996
FOSB_NM_006732	1	S01297	4.118708562125633
FOSB_NM_006732	1	S01512	2.839550497241036
FOSB_NM_006732	1	S01698	4.669418009458196
FOSB_NM_006732	1	S01873	4.007150640786315
FOSB_NM_006732	1	S02093	6.0039552220498935
FOSB_NM_006732	1	S02163	4.1811105038467655
FOSB_NM_006732	1	S02246	6.412557991888962
FOSB_NM_006732	1	S02255	6.04146422407272
FOSB_NM_006732	1	S02289	3.7271471805889993
FOSB_NM_006732	1	S02296	4.33575477898944
FOSB_NM_006732	1	S02297	2.953699193038624
FOSB_NM_006732	1	S02299	3.9183766927809263
FOSB_NM_006732	1	S02322	4.718657533234231
FOSB_NM_006732	1	S02328	4.514665141707138
FOSB_NM_006732	1	S02350	4.808627024177517
FOSB_NM_006732	1	S02360	3.023218086633452
FOSB_NM_006732	1	S02378	4.158991327128831
FOSB_NM_006732	1	S02397	4.71219405885472
FOXA2_NM_021784	2	S00022	5.75729532679317
FOXA2_NM_021784	2	S00035	4.9620029349306
FOXA2_NM_021784	2	S00050	4.596666847702697
FOXA2_NM_021784	2	S00213	5.158680369704613
FOXA2_NM_021784	2	S00356	5.937116010140138
FOXA2_NM_021784	2	S00472	6.206883470835727
FOXA2_NM_021784	2	S00501	5.056778591130871
FOXA2_NM_021784	2	S00825	4.514210650156917
FOXA2_NM_021784	2	S00827	6.379617496700276
FOXA2_NM_021784	2	S00830	3.506462306681605
FOXA2_NM_021784	2	S00831	5.010269614438226
FOXA2_NM_021784	2	S00832	5.108817147818813
FOXA2_NM_021784	2	S00836	6.004501392234941
FOXA2_NM_021784	2	S00838	3.910233771517116
FOXA2_NM_021784	2	S01248	5.058234226721259
FOXA2_NM_021784	2	S01297	4.7868786007024315
FOXA2_NM_021784	2	S01366	6.138320955936005
FOXA2_NM_021784	2	S01453	5.683050745899102
FOXA2_NM_021784	2	S01512	5.684933722272354
FOXA2_NM_021784	2	S01563	5.244651156154847
FOXA2_NM_021784	2	S01578	4.925301630850495
FOXA2_NM_021784	2	S01698	5.391561527386499
FOXA2_NM_021784	2	S01728	4.926677895146924
FOXA2_NM_021784	2	S01861	5.057562910642705
FOXA2_NM_021784	2	S01864	5.163112244347125
FOXA2_NM_021784	2	S02065	4.504741141560715
FOXA2_NM_021784	2	S02120	5.585830861973664
FOXA2_NM_021784	2	S02234	6.380712134951109
FOXA2_NM_021784	2	S02241	4.932547847597334
FOXA2_NM_021784	2	S02244	6.24010248950972
FOXA2_NM_021784	2	S02248	5.453033526840213
FOXA2_NM_021784	2	S02249	4.669423678880429
FOXA2_NM_021784	2	S02284	3.2508130531638595
FOXA2_NM_021784	2	S02285	4.617327872515433
FOXA2_NM_021784	2	S02289	4.960127076089556
FOXA2_NM_021784	2	S02295	3.967611310458688
FOXA2_NM_021784	2	S02297	5.583278373908343
FOXA2_NM_021784	2	S02322	5.246727299514598
FOXA2_NM_021784	2	S02347	4.447989070000119
FOXA2_NM_021784	2	S02351	5.427693321801735
FOXA2_NM_021784	2	S02352	3.2625519240100704
FOXA2_NM_021784	2	S02353	4.234148727692219
FOXA2_NM_021784	2	S02354	4.994190487981659
FOXA2_NM_021784	2	S02360	5.56840003023798
FOXA2_NM_021784	2	S02376	5.4441203875030935
FOXA2_NM_021784	2	S02382	4.5283525227032495
FOXA2_NM_021784	2	S02397	5.826914516776165
FOXA2_NM_021784	1	S00829	0.4422099559993497
FOXA2_NM_021784	1	S00837	1.2399112344111682
FOXA2_NM_021784	1	S01242	0.4974784997883791
FOXA2_NM_021784	1	S01494	4.947595526114481e-4
FOXA2_NM_021784	1	S01524	2.42871860334378
FOXA2_NM_021784	1	S01542	5.120658532035941e-4
FOXA2_NM_021784	1	S01556	0
FOXA2_NM_021784	1	S01792	2.975973120312841
FOXA2_NM_021784	1	S01873	4.500506485065608e-4
FOXA2_NM_021784	1	S02093	2.449035702081007
FOXA2_NM_021784	1	S02139	1.8536044901042776
FOXA2_NM_021784	1	S02163	3.692826643031105e-4
FOXA2_NM_021784	1	S02194	5.769626315205146e-4
FOXA2_NM_021784	1	S02209	3.952442952077289e-4
FOXA2_NM_021784	1	S02242	5.250454424092557e-4
FOXA2_NM_021784	1	S02243	0.9909635709822645
FOXA2_NM_021784	1	S02246	2.7916036410880256
FOXA2_NM_021784	1	S02255	4.0678264787255254e-4
FOXA2_NM_021784	1	S02256	0.5695863611270917
FOXA2_NM_021784	1	S02286	0.8545510676325714
FOXA2_NM_021784	1	S02287	2.001009533233199
FOXA2_NM_021784	1	S02288	4.139940714270584e-4
FOXA2_NM_021784	1	S02290	0.46670333095515903
FOXA2_NM_021784	1	S02291	2.969717821061435
FOXA2_NM_021784	1	S02293	4.053403588361459e-4
FOXA2_NM_021784	1	S02294	4.4572390683689445e-4
FOXA2_NM_021784	1	S02296	1.1973871930574963e-4
FOXA2_NM_021784	1	S02298	0.6319126171590661
FOXA2_NM_021784	1	S02299	2.6925164710108023
FOXA2_NM_021784	1	S02328	2.331739606912379
FOXA2_NM_021784	1	S02342	4.9331735152455e-4
FOXA2_NM_021784	1	S02350	1.9379206017172255
FOXA2_NM_021784	1	S02375	3.880327779301627e-4
FOXA2_NM_021784	1	S02378	1.111298453402541
FOXG1_NM_005249	2	S00022	5.381878603695411
FOXG1_NM_005249	2	S00035	4.034937586670289
FOXG1_NM_005249	2	S00050	3.1729866758786236
FOXG1_NM_005249	2	S00213	2.7812988567412193
FOXG1_NM_005249	2	S00356	5.558126786832859
FOXG1_NM_005249	2	S00825	3.4201172019186883
FOXG1_NM_005249	2	S00827	5.024807233400572
FOXG1_NM_005249	2	S00830	3.750649377751032
FOXG1_NM_005249	2	S00831	4.093847469669617
FOXG1_NM_005249	2	S00832	5.146292710852905
FOXG1_NM_005249	2	S01242	5.543594864252602
FOXG1_NM_005249	2	S01248	5.199809737821649
FOXG1_NM_005249	2	S01366	4.316905998665542
FOXG1_NM_005249	2	S01453	5.868165709003032
FOXG1_NM_005249	2	S01494	3.8427375246332875
FOXG1_NM_005249	2	S01512	4.4141287661062885
FOXG1_NM_005249	2	S01524	2.6242997926419087
FOXG1_NM_005249	2	S01563	4.9269814456785515
FOXG1_NM_005249	2	S01578	5.183681030946614
FOXG1_NM_005249	2	S01698	4.967399198924614
FOXG1_NM_005249	2	S01728	3.8287128122300236
FOXG1_NM_005249	2	S01792	5.620832703214953
FOXG1_NM_005249	2	S01861	3.4345561744781956
FOXG1_NM_005249	2	S01864	3.536227008100916
FOXG1_NM_005249	2	S01873	3.9136745233078227
FOXG1_NM_005249	2	S02065	5.982087756900032
FOXG1_NM_005249	2	S02093	3.2756135077019746
FOXG1_NM_005249	2	S02120	4.057086303202595
FOXG1_NM_005249	2	S02163	4.439835869527995
FOXG1_NM_005249	2	S02194	2.9567090641002
FOXG1_NM_005249	2	S02234	5.0257242752365086
FOXG1_NM_005249	2	S02241	5.536161720115441
FOXG1_NM_005249	2	S02242	5.428319969321506
FOXG1_NM_005249	2	S02243	5.1288295272371425
FOXG1_NM_005249	2	S02244	5.375936057052501
FOXG1_NM_005249	2	S02248	5.227995157522116
FOXG1_NM_005249	2	S02249	3.2931438496804644
FOXG1_NM_005249	2	S02284	4.19149158800837
FOXG1_NM_005249	2	S02285	4.584872329463219
FOXG1_NM_005249	2	S02287	5.066717810129612
FOXG1_NM_005249	2	S02289	4.430987713164127
FOXG1_NM_005249	2	S02290	3.637378394872295
FOXG1_NM_005249	2	S02291	3.8403524467506123
FOXG1_NM_005249	2	S02293	5.133045601269974
FOXG1_NM_005249	2	S02294	5.078678142503528
FOXG1_NM_005249	2	S02295	5.390382227094491
FOXG1_NM_005249	2	S02299	3.0764958176456454
FOXG1_NM_005249	2	S02322	5.290177396397174
FOXG1_NM_005249	2	S02328	4.958949365786695
FOXG1_NM_005249	2	S02342	4.104797912974404
FOXG1_NM_005249	2	S02347	3.990737078671032
FOXG1_NM_005249	2	S02351	3.863601518010069
FOXG1_NM_005249	2	S02354	4.195788529418551
FOXG1_NM_005249	2	S02360	3.670149181049591
FOXG1_NM_005249	2	S02375	2.5337751272785627
FOXG1_NM_005249	2	S02376	4.277776508245323
FOXG1_NM_005249	2	S02382	4.677051513867738
FOXG1_NM_005249	2	S02397	4.192565051232335
FOXG1_NM_005249	1	S00472	1.4377124626759255
FOXG1_NM_005249	1	S00501	0.04415207603296801
FOXG1_NM_005249	1	S00829	0.04723543985675213
FOXG1_NM_005249	1	S00836	0.24395174351897492
FOXG1_NM_005249	1	S00837	0.03994270908315589
FOXG1_NM_005249	1	S00838	0.02214193588954743
FOXG1_NM_005249	1	S01297	0.11402046997317163
FOXG1_NM_005249	1	S01542	0.0613476448761419
FOXG1_NM_005249	1	S01556	1.4882784821860897
FOXG1_NM_005249	1	S02139	0.03181580337413733
FOXG1_NM_005249	1	S02209	0.058383000047839057
FOXG1_NM_005249	1	S02246	0.08365317424133388
FOXG1_NM_005249	1	S02255	0.04911074623659524
FOXG1_NM_005249	1	S02256	0.5173522989123703
FOXG1_NM_005249	1	S02286	0.04769612038207962
FOXG1_NM_005249	1	S02288	0.059047876059932
FOXG1_NM_005249	1	S02296	0.09989303293928839
FOXG1_NM_005249	1	S02297	1.2100770989032086
FOXG1_NM_005249	1	S02298	0.9329621962563119
FOXG1_NM_005249	1	S02350	1.1954042970131606
FOXG1_NM_005249	1	S02352	0.3324535959481856
FOXG1_NM_005249	1	S02353	0
