transcript_id	cluster_int	sample_id	expression_value
AHCYL1_NM_001242674	1	S01248	2.1640263311907132e-5
AHCYL1_NM_001242674	1	S01453	0.0037015309766619047
AHCYL1_NM_001242674	1	S01494	1.586955816734452e-5
AHCYL1_NM_001242674	1	S01556	4.4860840272503103e-4
AHCYL1_NM_001242674	1	S01563	8.22312737615943e-5
AHCYL1_NM_001242674	1	S01698	1.442622910945383e-4
AHCYL1_NM_001242674	1	S01728	0.04716981581271156
AHCYL1_NM_001242674	1	S01792	5.6264009453472614e-5
AHCYL1_NM_001242674	1	S01864	0.003593602070570471
AHCYL1_NM_001242674	1	S02234	0.0011407206817672711
AHCYL1_NM_001242674	1	S02248	0.004379139998909308
AHCYL1_NM_001242674	1	S02328	1.2965690008395498
AHCYL1_NM_001242674	1	S02342	1.4426943194232382e-6
AHCYL1_NM_001242674	1	S02347	5.770768621871905e-6
AHCYL1_NM_001242674	1	S02350	8.51164965005373e-5
AHCYL1_NM_001242674	1	S02351	7.213457170864175e-6
AHCYL1_NM_001242674	1	S02352	2.8853871964746634e-6
AHCYL1_NM_001242674	1	S02353	0
AHCYL1_NM_001242674	1	S02354	1.4426943194232382e-6
AHCYL1_NM_001242674	1	S02360	1.8032560999518008e-4
AHCYL1_NM_001242674	2	S00035	3.639116372483864
AHCYL1_NM_001242674	2	S00213	4.227602466967246
AHCYL1_NM_001242674	2	S00825	2.9694857580788176
AHCYL1_NM_001242674	2	S00829	2.8639007971774273
AHCYL1_NM_001242674	2	S00838	3.901928820037659
AHCYL1_NM_001242674	2	S01297	3.393826653894983
AHCYL1_NM_001242674	2	S01366	3.1153945375273193
AHCYL1_NM_001242674	2	S01512	4.508872295441155
AHCYL1_NM_001242674	2	S01524	5.059731651467809
AHCYL1_NM_001242674	2	S01542	4.579113757520553
AHCYL1_NM_001242674	2	S01578	4.480329757481139
AHCYL1_NM_001242674	2	S01861	3.0364118986147166
AHCYL1_NM_001242674	2	S01873	2.0720783529890583
AHCYL1_NM_001242674	2	S02065	4.1686580796760415
AHCYL1_NM_001242674	2	S02093	3.231953048754223
AHCYL1_NM_001242674	2	S02120	3.5726350527113184
AHCYL1_NM_001242674	2	S02139	4.024390606411616
AHCYL1_NM_001242674	2	S02163	3.5526844656885124
AHCYL1_NM_001242674	2	S02194	2.9614381180625564
AHCYL1_NM_001242674	2	S02209	4.0378038982651105
AHCYL1_NM_001242674	2	S02241	4.987066143184183
AHCYL1_NM_001242674	2	S02242	4.555644395428019
AHCYL1_NM_001242674	2	S02243	3.173092245367607
AHCYL1_NM_001242674	2	S02244	3.3038581768204716
AHCYL1_NM_001242674	2	S02246	2.302997462626278
AHCYL1_NM_001242674	2	S02249	2.5355827040355843
AHCYL1_NM_001242674	2	S02255	2.2119497963221533
AHCYL1_NM_001242674	2	S02256	1.8682284432826255
AHCYL1_NM_001242674	2	S02284	3.356487536452856
AHCYL1_NM_001242674	2	S02285	3.01847038406224
AHCYL1_NM_001242674	2	S02286	3.40686859881347
AHCYL1_NM_001242674	2	S02287	4.264941709824167
AHCYL1_NM_001242674	2	S02288	3.8250020048247966
AHCYL1_NM_001242674	2	S02289	2.1005774040757204
AHCYL1_NM_001242674	2	S02290	2.6823373232536984
AHCYL1_NM_001242674	2	S02291	3.8035783663706275
AHCYL1_NM_001242674	2	S02293	3.2108423630153182
AHCYL1_NM_001242674	2	S02294	3.4475633281385236
AHCYL1_NM_001242674	2	S02295	4.320845667645722
AHCYL1_NM_001242674	2	S02296	4.008200013832136
AHCYL1_NM_001242674	2	S02297	3.3836973813435303
AHCYL1_NM_001242674	2	S02298	3.619964627398206
AHCYL1_NM_001242674	2	S02299	3.065177636059971
AHCYL1_NM_001242674	2	S02322	3.4378748886029524
AHCYL1_NM_001242674	2	S02375	4.2266703615215935
AHCYL1_NM_001242674	2	S02376	2.907623298598484
AHCYL1_NM_001242674	2	S02378	2.4976021472906034
AHCYL1_NM_001242674	2	S02382	3.5402008981708017
AHCYL1_NM_001242674	2	S02397	3.3840069675132827
ANP32E_NM_001136479	1	S00022	0
ANP32E_NM_001136479	1	S00050	0.05386203780924323
ANP32E_NM_001136479	1	S00356	0.4363793467816617
ANP32E_NM_001136479	1	S00472	0.35077557551296684
ANP32E_NM_001136479	1	S00501	0
ANP32E_NM_001136479	1	S00825	1.4295624060831236
ANP32E_NM_001136479	1	S00827	0.0773045343754011
ANP32E_NM_001136479	1	S00829	0.380866841488833
ANP32E_NM_001136479	1	S00830	0.19685502533181862
ANP32E_NM_001136479	1	S00831	2.4525607227945996e-5
ANP32E_NM_001136479	1	S00832	1.154151416112816e-5
ANP32E_NM_001136479	1	S00836	0
ANP32E_NM_001136479	1	S00837	0.1818162457862016
ANP32E_NM_001136479	1	S01242	0.38001457226084373
ANP32E_NM_001136479	1	S01248	1.4426943194232382e-6
ANP32E_NM_001136479	1	S01297	8.51164965005373e-5
ANP32E_NM_001136479	1	S01366	3.0296277748935585e-5
ANP32E_NM_001136479	1	S01453	4.3280786305164765e-6
ANP32E_NM_001136479	1	S01494	1.4426943194232382e-6
ANP32E_NM_001136479	1	S01556	2.8853871964746634e-6
ANP32E_NM_001136479	1	S01563	1.4426943194232382e-6
ANP32E_NM_001136479	1	S01698	2.8853871964746634e-6
ANP32E_NM_001136479	1	S01728	5.770768621871905e-6
ANP32E_NM_001136479	1	S01792	0.3236179434173615
ANP32E_NM_001136479	1	S01864	1.0964065681532342e-4
ANP32E_NM_001136479	1	S01873	6.636244555633244e-5
ANP32E_NM_001136479	1	S02120	0.8898846812334721
ANP32E_NM_001136479	1	S02139	1.6871323732690213
ANP32E_NM_001136479	1	S02194	1.8773751868726818
ANP32E_NM_001136479	1	S02209	1.6395933707185737
ANP32E_NM_001136479	1	S02234	0.5365254298434978
ANP32E_NM_001136479	1	S02243	0.7391775688436274
ANP32E_NM_001136479	1	S02244	0.0018382645323626963
ANP32E_NM_001136479	1	S02246	0.8560518673574169
ANP32E_NM_001136479	1	S02248	1.073237554697929
ANP32E_NM_001136479	1	S02249	1.1541098689330683e-4
ANP32E_NM_001136479	1	S02255	1.3114566136699806
ANP32E_NM_001136479	1	S02256	1.0998876482017301
ANP32E_NM_001136479	1	S02284	1.1802051603531478
ANP32E_NM_001136479	1	S02286	0.6602614522730037
ANP32E_NM_001136479	1	S02289	1.8176812400076312e-4
ANP32E_NM_001136479	1	S02290	1.9385417463800343
ANP32E_NM_001136479	1	S02297	1.8304419374406529
ANP32E_NM_001136479	1	S02299	0.752735748367409
ANP32E_NM_001136479	1	S02328	0.5466786721199632
ANP32E_NM_001136479	1	S02342	0.48677202820141086
ANP32E_NM_001136479	1	S02347	0
ANP32E_NM_001136479	1	S02350	1.609395661788797
ANP32E_NM_001136479	1	S02351	0.4208941184592914
ANP32E_NM_001136479	1	S02352	0.38085576189441106
ANP32E_NM_001136479	1	S02353	0
ANP32E_NM_001136479	1	S02354	0
ANP32E_NM_001136479	1	S02360	3.462426549184579e-5
ANP32E_NM_001136479	1	S02378	0.003961966152421978
ANP32E_NM_001136479	2	S00035	2.7930489477980105
ANP32E_NM_001136479	2	S00213	3.844255077367052
ANP32E_NM_001136479	2	S00838	2.5655947388673006
ANP32E_NM_001136479	2	S01512	3.532666056774233
ANP32E_NM_001136479	2	S01524	5.3819996962564005
ANP32E_NM_001136479	2	S01542	4.652566801750888
ANP32E_NM_001136479	2	S01578	5.638349023843236
ANP32E_NM_001136479	2	S01861	2.312046494134527
ANP32E_NM_001136479	2	S02065	2.537835268338356
ANP32E_NM_001136479	2	S02093	2.5109593882312278
ANP32E_NM_001136479	2	S02163	3.201265299601784
ANP32E_NM_001136479	2	S02241	4.146304931817385
ANP32E_NM_001136479	2	S02242	3.838850946165649
ANP32E_NM_001136479	2	S02285	4.13495196100745
ANP32E_NM_001136479	2	S02287	4.912031845224595
ANP32E_NM_001136479	2	S02288	3.891448351545376
ANP32E_NM_001136479	2	S02291	2.746895316985507
ANP32E_NM_001136479	2	S02293	3.3343823493766958
ANP32E_NM_001136479	2	S02294	3.7929802556170484
ANP32E_NM_001136479	2	S02295	3.9453080469250477
ANP32E_NM_001136479	2	S02296	4.3792466555658915
ANP32E_NM_001136479	2	S02298	2.5695494207677463
ANP32E_NM_001136479	2	S02322	2.194846663086068
ANP32E_NM_001136479	2	S02375	4.716754997223625
ANP32E_NM_001136479	2	S02376	2.6301631380101886
ANP32E_NM_001136479	2	S02382	4.057692867168346
ANP32E_NM_001136479	2	S02397	3.4082064216957035
ANXA1_NM_000700	2	S00022	3.1315170514489297
ANXA1_NM_000700	2	S00035	5.580305305915805
ANXA1_NM_000700	2	S00050	3.615357439378159
ANXA1_NM_000700	2	S00213	5.683999556830743
ANXA1_NM_000700	2	S00356	5.470800391537814
ANXA1_NM_000700	2	S00472	4.089226942070396
ANXA1_NM_000700	2	S00501	5.037355863143999
ANXA1_NM_000700	2	S00825	6.595793053669244
ANXA1_NM_000700	2	S00827	4.389126226924704
ANXA1_NM_000700	2	S00830	5.2406425242058585
ANXA1_NM_000700	2	S00831	6.1120662083909965
ANXA1_NM_000700	2	S00832	4.378310464248638
ANXA1_NM_000700	2	S00836	4.848662997349425
ANXA1_NM_000700	2	S00838	6.663515409774218
ANXA1_NM_000700	2	S01242	5.832424226897622
ANXA1_NM_000700	2	S01248	5.3920563400536405
ANXA1_NM_000700	2	S01297	5.529408689048854
ANXA1_NM_000700	2	S01366	3.101656798795644
ANXA1_NM_000700	2	S01453	4.253346412972045
